"ID","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"7390610","CARNICERIA DE JESUS",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","BAJA CALIFORNIA SUR","CALLE","AVENIDA ESTADO DE MEXICO","CALLE","MORELOS","CALLE","NIÑO PERDIDO",,"SN",,,,,"BARRIO","JICALTEPEC CUEXCOTINTLAN",,,,"50200","15","MÉXICO                      ","106","Toluca","0055","Jicaltepec Cuexcontitlán","3655","017",,,,"Fijo","19.36690331","-99.62838135","2019-11"
"2391021","CARNICERÍA DE OMARS",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","LICENCIADO BENITO JUAREZ","CALLE","MIGUEL HIDALGO","PRIVADA","LAS ARBOLEDAS","AVENIDA","DIEGO RIVERA","0","SN",,,"0",,"LOCALIDAD","SANTIAGO MILTEPEC",,,,"50020","15","MÉXICO                      ","106","Toluca","0092","Santiago Miltepec","4085","013",,,,"Fijo","19.30755037","-99.65095145","2010-07"
"2420726","CARNICERIA DEL BARRIO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","PARQUE DE GUADALUPE","CALLE","PARQUE BOSENCHEVE","CALLE","PARQUE SACROMONTE","CALLE","PARQUE DE LOS REMEDIOS","58","SN",,,,,"COLONIA","PARQUES NACIONALES",,,,"50100","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","2214","018",,,,"Fijo","19.28493605","-99.69763673","2014-12"
"2398881","CARNICERIA DEL CARMEN",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","LAGUNA DEL VOLCAN","PRIVADA","LAGO DEL VOLCAN","CALLE","TORRES CHICAS","CALLE","LAGO BALKCACHI","400","E",,,"0",,"COLONIA","SEMINARIO",,,,"50170","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","1998","029",,,,"Fijo","19.26863378","-99.67190041","2010-07"
"2404291","CARNICERIA DEL PARQUE",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","JOSE ANTONIO ALBARRAN","CALLE","TORRES CHICAS","CALLE","GENERAL EDUARDO HERNANDEZ CHAZARO","CALLE","GENERAL BERNARDO REYES","508",,,,,,"COLONIA","DEL PARQUE",,,,"50180","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","2074","053",,,,"Fijo","19.26266408","-99.64950311","2010-07"
"2431051","CARNICERÍA DEL VALLE",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","HACIENDA DE LA PALMA","CALLE","HACIENDA RANCHO SECO","CALLE","HACIENDA DEL CERRO VIEJO","CIRCUITO","HACIENDA DE LA LAGUNA",,"SN",,,"36","A","COLONIA","HACIENDA DEL VALLE II",,,,"50210","15","MÉXICO                      ","106","Toluca","0235","Sauces","4564","030",,,,"Fijo","19.36847409","-99.57913263","2014-12"
"2432767","CARNICERÍA DELFIS",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","JOSE MARIA PINO SUAREZ","CALLE","FRANCISCO I. MADERO","CALLE","JUAN ALDAMA","CALLE","BAHÍA DE TODOS LOS SANTOS","56",,,,"0",,"CIUDAD","TOLUCA",,,,"50110","15","MÉXICO                      ","106","Toluca","0086","Santa Ana Tlapaltitlán","423A","012","7228940846",,,"Fijo","19.28459813","-99.62501769","2010-07"
"2432016","CARNICERÍA DELIA",,"461121","Comercio al por menor de carnes rojas","6 a 10 personas","CALLE","CENTENARIO","CERRADA","CENTENARIO","CALLE","NIÑOS HEROES","CERRADA","CENTENARIO",,"SN",,,,,"PUEBLO","SAN PEDRO TOTOLTEPEC",,,,"50226","15","MÉXICO                      ","106","Toluca","0084","San Pedro Totoltepec","4615","015",,,,"Fijo","19.31646454","-99.57541126","2010-07"
"2390809","CARNICERÍA DIAZ",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","RIO PAPALOAPAN","PRIVADA","NINGUNO","CALLE","REFORMA NORTE","PROLONGACION","ALFREDO DEL MAZO","706",,,,"0",,"LOCALIDAD","SANTA CRUZ ATZCAPOTZALTONGO",,,,"50030","15","MÉXICO                      ","106","Toluca","0087","Santa Cruz Atzcapotzaltongo","4009","008","7222725464",,,"Fijo","19.31718886","-99.65612236","2010-07"
"7358044","CARNICERIA DIAZ",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","CALLE DE LA BARRANCA","CALLE","16 DE SEPTIEMBRE","PRIVADA","CONTITLAN","CALLE","NINGUNO",,"SN",,,,,"PUEBLO","SAN JUAN TILAPA",,,,"50225","15","MÉXICO                      ","106","Toluca","0073","San Juan Tilapa","0294","042",,,,"Fijo","19.217865","-99.66094885","2019-11"
"2434656","CARNICERÍA DON BALTA",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","BENITO JUAREZ","CALLE","REFORMA","PRIVADA","NINGUNO","CALLE","INSURGENTES",,"SN",,,,,"LOCALIDAD","CAPULTITLAN",,,,"50260","15","MÉXICO                      ","106","Toluca","0046","Capultitlán","4846","024",,,,"Fijo","19.24942394","-99.66952138","2014-12"
"2385294","CARNICERÍA DON LALO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","AVENIDA","MANUEL BUENDIA TELLEZGIRON","CALLE","REPUBLICA DEL SALVADOR","CALLE","PASEO DE LA LUZ","CALLE","NIÑOS HÉROES",,"SN",,,,,"COLONIA","BARRIO SAN SALVADOR",,,,"50200","15","MÉXICO                      ","106","Toluca","0066","San Cristóbal Huichochitlán","4761","022",,,,"Fijo","19.32922358","-99.64276249","2010-07"
"7266054","CARNICERIA DON MAG",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","ALBERTO EINSTEIN","CALLE","CALPULLI","CALLE","CHANTLI","CALLE","ALBERTO EINSTEIN","0","SN",,,"0",,"COLONIA","LA CRUZ COMALCO",,,,"50010","15","MÉXICO                      ","106","Toluca","0075","San Lorenzo Tepaltitlán","4155","001",,,,"Fijo","19.31678214","-99.61360936","2019-11"
"2387128","CARNICERIA DON PANCHO",,"461121","Comercio al por menor de carnes rojas","6 a 10 personas","CALLE","EMILIANO ZAPATA","CALLE","JUAN ESCUTIA","CALLE","JUAN DE LA BARRERA","CALLE","BENITO JUÁREZ","16",,,,"0",,"PUEBLO","LA CONSTITUCION TOTOLTEPEC",,,,"50200","15","MÉXICO                      ","106","Toluca","0051","La Constitución Toltepec","2746","004","7224532818",,,"Fijo","19.34890982","-99.54902527","2010-07"
"7503393","CARNICERIA DON PANCHO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","MIGUEL HIDALGO (DEL AYUNTAMIENTO)","CALLE","AGUSTIN MELGAR","PRIVADA","NINGUNO","CALLE","BENITO JUÁREZ","0","SN",,,"0",,"PUEBLO","LA CONSTITUCION TOTOLTEPEC",,,,"50200","15","MÉXICO                      ","106","Toluca","0051","La Constitución Toltepec","2746","016",,,,"Fijo","19.35477952","-99.54899793","2019-11"
"9101454","CARNICERIA DON VALDO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","MORELOS","CALLE","HIDALGO","AVENIDA","PASEO COLON","CALLE","INSURGENTES","100",,,,"0",,"PUEBLO","CAPULTITLAN",,,,"50260","15","MÉXICO                      ","106","Toluca","0046","Capultitlán","4850","033",,,,"Fijo","19.24883633","-99.66297274","2019-11"
"2388878","CARNICERÍA DOÑA MARY",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","JOSE PAGES LLERGO","PRIVADA","JOSE PAGES LLERGO","PRIVADA","ROBERTO SERNA GARCIA","CALLE","JOSÉ PAGÉS LLERGO",,"SN",,,,,"COLONIA","LA MAGDALENA",,,,"50010","15","MÉXICO                      ","106","Toluca","0087","Santa Cruz Atzcapotzaltongo","4032","037","7221045691",,,"Fijo","19.3218066","-99.64099815","2010-07"
"7265948","CARNICERIA DOS HERMANOS",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","AVENIDA","SANTA ELENA","PRIVADA","ALCATRACES","PRIVADA","GIRASOLES III","CALLE","PUERTO DE ACAPULCO",,"SN",,,,,"LOCALIDAD","SAN LORENZO TEPALTITLAN",,,,"50010","15","MÉXICO                      ","106","Toluca","0075","San Lorenzo Tepaltitlán","4206","005",,,,"Fijo","19.30948835","-99.61472307","2019-11"
"2389990","CARNICERIA EL ÁGUILA",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","INDEPENDENCIA","CALLE","QUETZALCOATL","CALLE","EMILIANO ZAPATA","CERRADA","EMILIANO ZAPATA","0","SN",,,"0",,"LOCALIDAD","CALIXTLAHUACA",,,,"50200","15","MÉXICO                      ","106","Toluca","0044","Calixtlahuaca","1748","038","7223412560",,,"Fijo","19.33771065","-99.6931556","2010-07"
"2383789","CARNICERIA EL AMIGO JESUS",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","MIGUEL HIDALGO","CALLE","CONSTITUCION","CALLE","NICOLAS BRAVO","CALLE","INDEPENDENCIA","0","SN",,,"0",,"BARRIO","DE JESUS PRIMEREA SECCION",,,,"50290","15","MÉXICO                      ","106","Toluca","0083","San Pablo Autopan","1517","024",,,,"Fijo","19.3584242","-99.6642344","2010-07"
"2385602","CARNICERÍA EL BARBARO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","NINGUNO","CALLE","CALLE DEL POCHTECA","CALLE","CARLOS GOMEZ HERNANDEZ","CALLE","NINGUNO","28","A","CENTRAL DE ABASTO","PASILLO","184","184 Y 189","ZONA COMERCIAL","MANOJEO","CENTRAL DE ABASTO","CENABASTO","184","50220","15","MÉXICO                      ","106","Toluca","0088","Santa Cruz Otzacatipan","2479","047",,,,"Fijo","19.34728495","-99.60230293","2010-07"
"2397261","CARNICERÍA EL BOTA",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","GUADALUPE","CALLE","GENERAL FRANCISCO I. MADERO","CALLE","NICOLAS BRAVO","CALLE","GENERAL VICENTE GUERRERO",,"SN",,,,,"COLONIA","SAN BUENAVENTURA",,,,"50110","15","MÉXICO                      ","106","Toluca","0064","San Buenaventura","494A","007","7222745146",,,"Fijo","19.27051422","-99.69093537","2010-07"
"2394812","CARNICERIA EL BUEN GUSTO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","CONSTITUYENTES","CALLE","FRAY BARTOLOME DE LAS CASAS","CALLE","MOTOLINIA","AVENIDA","JOSÉ MARÍA MORELOS Y PAVÓN","1134","A",,,"0",,"COLONIA","SAN BERNARDINO",,,,"50080","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","0434","008","72221501488",,,"Fijo","19.28644417","-99.67042453","2010-07"
"2405558","CARNICERIA EL CALVARIO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","PUEBLO NUEVO","CALLE","16 DE SEPTIEMBRE","CALLE","CONCORDIA","CALLE","LIBERTAD",,"SN",,,,,"LOCALIDAD","SANTIAGO TLACOTEPEC",,,,"50270","15","MÉXICO                      ","106","Toluca","0097","Santiago Tlacotepec","1841","011","7222982771",,,"Fijo","19.22376194","-99.67164378","2010-07"
"2409734","CARNICERÍA EL CARMEN",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","MIGUEL HIDALGO","PRIVADA","LA HACIENDA","CALLE","PRIVADA DOROTEO ARANGO","CALLE","DOROTEO ARANGO",,"SN",,,,,"COLONIA","EL CARMEN TOTOLTEPEC",,,,"50240","15","MÉXICO                      ","106","Toluca","0090","Santa María Totoltepec","4333","030",,,,"Fijo","19.29718129","-99.59262225","2010-07"
"2389800","CARNICERÍA EL CERDITO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","VICENTE VILLADA","CALLE","MIGUEL HIDALGO","CALLE","MALINCHE","CALLE","MORELIA",,"SN",,,"52",,"LOCALIDAD","SAN LORENZO TEPALTITLAN",,,,"50010","15","MÉXICO                      ","106","Toluca","0075","San Lorenzo Tepaltitlán","4189","021",,,,"Fijo","19.31163869","-99.62197069","2010-07"
"7110638","CARNICERIA EL CERRILLO","CARNICERIA EL CERRILLO ","461121","Comercio al por menor de carnes rojas","0 a 5 personas","AVENIDA","FELIPE CHAVEZ","CALLE","DEPORTIVA","CALLE","MIGUEL HIDALGO","AVENIDA","REFORMA","0","SN",,,"0",,"COLONIA","CERRILLO VISTA HERMOSA",,,,"50235","15","MÉXICO                      ","106","Toluca","0050","El Cerrillo Vista Hermosa","1184","005",,,,"Fijo","19.32157729","-99.5451818","2019-11"
"7314271","CARNICERIA EL CHARRO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","AVENIDA","5 DE MAYO","CALLE","IXTAPANTONGO","CALLE","VALLE DE MEXICO","CALLE","PRESA TINGAMBATO","1372",,,,"0",,"COLONIA","COMISION FEDERAL DE ELECTRICIDAD",,,,"50150","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","2426","012",,,,"Fijo","19.27871097","-99.63874857","2019-11"
"2397393","CARNICERÍA EL CHINO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","PENSADOR MEXICANO","CALLE","CUAUHTEMOC","PRIVADA","NINGUNO","CALLE","LIBERTAD","29",,,,"0",,"LOCALIDAD","SAN BUENAVENTURA",,,,"50110","15","MÉXICO                      ","106","Toluca","0064","San Buenaventura","494A","023","7222745353",,,"Fijo","19.26797749","-99.69437231","2010-07"
"7314394","CARNICERIA EL CONTA",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","PRESA DE LA AMISTAD","CALLE","DOCTOR GUSTAVO BAZ","CALLE","SANCHEZ COLIN","CALLE","MANUEL MEDINA GARDUÑO",,"SN",,,,,"COLONIA","VALLE VERDE",,,,"50190","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","2426","004",,,,"Fijo","19.27589523","-99.63948358","2019-11"
"9007507","CARNICERIA EL DORADO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","MOCTEZUMA","CALLE","REMANENTE","CALLE","PRIVADA DE TLATELOLCO","CALLE","MOCTEZUMA","0","SN",,,"0",,"CONJUNTO HABITACIONAL","JESUS GARCIA LOVERA ''EL PILAR''",,,,"50200","15","MÉXICO                      ","106","Toluca","0090","Santa María Totoltepec","430A","012","7228704750",,,"Fijo","19.30789942","-99.58333679","2019-11"
"9089554","CARNICERIA EL GLOTONCITO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","AVENIDA","PASEO COLON","CALLE","VASCO DE QUIROGA","CERRADA","COLON","CALLE","HIDALGO","380",,,,"0",,"COLONIA","CAPULTITLAN",,,,"50260","15","MÉXICO                      ","106","Toluca","0046","Capultitlán","4850","029","7223579259",,,"Fijo","19.25623801","-99.66303805","2019-11"
"2437021","CARNICERIA EL GORDITO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","AVENIDA","5 DE MAYO","BOULEVARD","ISIDRO FABELA","CALLE","PRESA DE LA AMISTAD","CALLE","DIANA LAURA RIOJAS","1","ZONA","MERCADO PUBLICO","PLANTA BAJA","589",,"COLONIA","COMISION FEDERAL DE ELECTRICIDAD","MERCADO PUBLICO","MERCADO JUAREZ","589","50140","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","2411","027",,,,"Fijo","19.27936376","-99.64007916","2014-12"
"2437019","CARNICERIA EL GOSO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","AVENIDA","5 DE MAYO","BOULEVARD","ISIDRO FABELA","CALLE","PRESA DE LA AMISTAD","CALLE","DIANA LAURA RIOJAS","1","ZONA","MERCADO PUBLICO","PLANTA BAJA","592",,"COLONIA","COMISION FEDERAL DE ELECTRICIDAD","MERCADO PUBLICO","MERCADO JUAREZ","592","50140","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","2411","027",,,,"Fijo","19.27936376","-99.64007916","2014-12"
"2422557","CARNICERÍA EL GRANO DE ORO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CERRADA","MANUEL VILLA","CALLE","SIXTO NOGUEZ","PRIVADA","MANUEL VILLA","CALLE","SIXTO NOGUEZ","0","SN",,,"0",,"BARRIO","LA CAPILLA",,,,"50265","15","MÉXICO                      ","106","Toluca","0043","Cacalomacán","4901","017",,,,"Fijo","19.24926513","-99.70981847","2014-12"
"9146348","CARNICERIA EL GUAPO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","AVENIDA","20 DE NOVIEMBRE","AVENIDA","16 DE SEPTIEMBRE ORIENTE","CALLE","LAZARO CARDENAS ORIENTE","PRIVADA","16 DE SEPTIEMBRE",,"SN",,,,,"BARRIO","SAN GABRIEL",,,,"50010","15","MÉXICO                      ","106","Toluca","0066","San Cristóbal Huichochitlán","4757","028",,,,"Fijo","19.33348265","-99.63311229","2019-11"
"9191277","CARNICERIA EL GUERO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALZADA","EL NEVADO","CALLE","SAN FRANCISCO","CALLE","CEDRO","CALZADA","EL NEVADO","0","SN",,,"0",,"COLONIA","LA CAPILLA",,,,"50250","15","MÉXICO                      ","106","Toluca","0043","Cacalomacán","4901","012",,,,"Fijo","19.24860212","-99.70930861","2019-11"
"2396388","CARNICERIA EL GUERO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","LAGUNA DEL BARRIL","CALLE","PARQUE BOSENCHEVE","CALLE","PARQUE SACROMONTE","CALLE","PRIVADA DE LAGUNA GRANDE","203",,,,,,"COLONIA","NUEVA OXTOTITLAN",,,,"50100","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","1930","006",,,,"Fijo","19.28601791","-99.68772185","2010-07"
"2435800","CARNICERÍA EL GUERO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","LAGO VILLARRICA","CALLE","LAGUNA DE GUZMAN","CALLE","LAGO ONEGA","CALLE","LAGO RODOLFO","403",,,,,,"COLONIA","SEMINARIO",,,,"50170","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","2021","006",,,,"Fijo","19.26617907","-99.67115503","2014-12"
"2421789","CARNICERIA EL GUERO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","LAGUNA DE LA ASUNCION","CALLE","LAGUNA DE PUEBLO VIEJO","CALLE","LAGO ATITLAN","CALLE","LAGUNA DE HUAPANGO","602",,,,,,"COLONIA","NUEVA OXTOTITLAN",,,,"50100","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","1926","043",,,,"Fijo","19.28367849","-99.68454276","2014-12"
"2390739","CARNICERÍA EL PEAJE",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","REFORMA","CALLE","RIO PAPALOAPAN","CALLE","PRIVADA DE REFORMA","CALLE","HIDALGO","102",,,,"0",,"LOCALIDAD","SANTA CRUZ ATZCAPOTZALTONGO",,,,"50290","15","MÉXICO                      ","106","Toluca","0087","Santa Cruz Atzcapotzaltongo","4028","016",,,,"Fijo","19.31704554","-99.65631412","2010-07"
"2389393","CARNICERÍA EL POPO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","PASEO DE LAS FLORES","CALLE","LIRIOS","CALLE","AZALEAS","CALLE","MORELIA","845",,,,,,"COLONIA","LAS FLORES",,,,"50018","15","MÉXICO                      ","106","Toluca","0075","San Lorenzo Tepaltitlán","4121","009",,,,"Fijo","19.31354919","-99.63209439","2010-07"
"2405945","CARNICERÍA EL PORVENIR",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","VICENTE GUERRERO","CALLE","CALLE A NATIVITAS","CALLE","NIÑOS HEROES","CALLE","CALLE DEL DURAZNO","0","SN",,,,,"COLONIA","COLONIA DEL CIRUELO",,,,"50225","15","MÉXICO                      ","106","Toluca","0073","San Juan Tilapa","1574","016",,,,"Fijo","19.21845832","-99.6575315","2010-07"
"7361428","CARNICERIA EL POTRO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","JUAN GONZALEZ","PRIVADA","NINGUNO","CALLE","BENITO JUAREZ","CALLE","GUADALUPE VICTORIA","119","SN",,,"0",,"LOCALIDAD","SAN MATEO OXTOTITLAN",,,,"50100","15","MÉXICO                      ","106","Toluca","0080","San Mateo Oxtotitlán","3848","013",,,,"Fijo","19.29430751","-99.68660059","2019-11"
"2433024","CARNICERÍA EL PUERQUITO VALIENTE",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","DIAGONAL MIGUEL HIDALGO","CALLE","PROL MIGUELHIDALGO","CALLE","MELCHOR OCAMPO","CALLE","HOMBRES ILUSTRES",,"SN",,,,,"LOCALIDAD","FRACC SAN ANGEL INN",,,,"50010","15","MÉXICO                      ","106","Toluca","0075","San Lorenzo Tepaltitlán","4117","023",,,,"Fijo","19.31906642","-99.62259392","2014-12"
"2382435","CARNICERIA EL TEJOCOTE",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","MIGUEL HIDALGO SUR","CALLE","CALLE A IXTLAHUACA","CALLE","EL EDEN","CALLE","JOSÉ MARÍA MORELOS Y PAVÓN","0","SN",,,"0",,"COLONIA","JOSE MARIA MORELOS Y PAVON",,,,"50295","15","MÉXICO                      ","106","Toluca","0099","Tlachaloya Segunda Sección","2197","009",,,,"Fijo","19.46586581","-99.65032326","2010-07"
"2426005","CARNICERIA EL TIGRE",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","AVENIDA","AVENIDA DEL TRABAJO","PRIVADA","NINGUNO","CALLE","OBREROS DE RIO BLANCO","CALLE","MOCTEZUMA","797","SN",,,,,"COLONIA","LA MAGDALENA",,,,"50010","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","3104","017",,,,"Fijo","19.31126804","-99.64288423","2014-12"
"2388904","CARNICERÍA EL TORITO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","JOSE PAGES LLERGO","PRIVADA","PRIVADA DE LOS PATITOS","PRIVADA","NINGUNO","CALLE","JOSÉ PAGÉS LLERGO","160",,,,,,"COLONIA","LA MAGDALENA",,,,"50010","15","MÉXICO                      ","106","Toluca","0087","Santa Cruz Atzcapotzaltongo","4032","013","7222724196",,,"Fijo","19.32169567","-99.63970292","2010-07"
"2437023","CARNICERIA EL TORITO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","AVENIDA","5 DE MAYO","BOULEVARD","ISIDRO FABELA","CALLE","PRESA DE LA AMISTAD","CALLE","DIANA LAURA RIOJAS","1","ZONA","MERCADO PUBLICO","PLANTA BAJA","583",,"COLONIA","COMISION FEDERAL DE ELECTRICIDAD","MERCADO PUBLICO","MERCADO JUAREZ","583","50140","15","MÉXICO                      ","106","Toluca","0001","Toluca de Lerdo","2411","027",,,,"Fijo","19.27936376","-99.64007916","2014-12"
"7110463","CARNICERIA EL TORO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","INDEPENDENCIA","CALLE","LAZARO CARDENAS","PRIVADA","LEON GUZMAN 1","CALLE","ARTURO MONTIEL","70",,,,,,"LOCALIDAD","SAN MATEO OTZACATIPAN",,,,"50200","15","MÉXICO                      ","106","Toluca","0079","San Mateo Otzacatipan","1502","083",,,,"Fijo","19.321584","-99.61052992","2019-11"
"2390069","CARNICERIA EL TRIANGULITO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","INDEPENDENCIA","CALLE","PEDRO ASCENCIO","CALLE","BENITO JUAREZ","CALLE","HIDALGO","101",,,,"0",,"LOCALIDAD","CALIXTLAHUACA",,,,"50200","15","MÉXICO                      ","106","Toluca","0044","Calixtlahuaca","1748","017",,,,"Fijo","19.33502196","-99.68654586","2010-07"
"7361646","CARNICERIA EL TRIANGULO 2",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","INDEPENDENCIA","CALLE","CHAVEZ","CERRADA","SEGUNDA DE INDEPENDENCIA","AVENIDA","AVENIDA DE LOS ÁNGELES",,"SN",,,,,"LOCALIDAD","CALIXTLAHUACA",,,,"50200","15","MÉXICO                      ","106","Toluca","0044","Calixtlahuaca","1748","025",,,,"Fijo","19.3367803","-99.6905249","2019-11"
"2383479","CARNICERIA EL TRIUNFO",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","IGNACIO LOPEZ RAYON","PRIVADA","ATZAYACATL","CALLE","5 DE MAYO","CALLE","5 DE FEBRERO","0","SN",,,"0",,"BARRIO","BARRIO DE SANTA CRUZ",,,,"50200","15","MÉXICO                      ","106","Toluca","0083","San Pablo Autopan","2727","038",,,,"Fijo","19.35251143","-99.6566369","2010-07"
"7392033","CARNICERIA ELVA",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","SEBASTIAN LERDO DE TEJADA","CALLE","FELIPE VILLANUEVA","PRIVADA","NINGUNO","CALLE","SEBASTIÁN LERDO DE TEJADA","0","SN",,,"0",,"BARRIO","BARRIO DE JESUS PRIMERA SECCION",,,,"50209","15","MÉXICO                      ","106","Toluca","0083","San Pablo Autopan","1517","016",,,,"Fijo","19.36322433","-99.67167266","2019-11"
"2388182","CARNICERÍA ESMERALDA",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","FUENTE GIOVANI","PRIVADA","FUENTE TREVI","PRIVADA","FUENTE REAL","AVENIDA","PASEO VICENTE LOMBARDO TOLEDANO","104","E",,,,,"COLONIA","LAS FUENTES DE INDEPENDENCIA",,,,"50200","15","MÉXICO                      ","106","Toluca","0233","Crespa Floresta","4456","023",,,,"Fijo","19.31083472","-99.59666277","2010-07"
"2386869","CARNICERIA ESPAÑOLA",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","FRANCISCO VILLA","PRIVADA","NINGUNO","PRIVADA","NINGUNO","PRIVADA","NINGUNO",,"SN",,,,,"BARRIO","SANTA CRUZ OTZACATIPAN",,,,"50200","15","MÉXICO                      ","106","Toluca","0088","Santa Cruz Otzacatipan","2479","009",,,,"Fijo","19.33935825","-99.60593823","2010-07"
"2385540","CARNICERÍA ESTRADA",,"461121","Comercio al por menor de carnes rojas","0 a 5 personas","CALLE","NINGUNO","CALLE","CALLE DEL POCHTECA","CALLE","CARLOS GOMEZ HERNANDEZ","CALLE","NINGUNO","28","A","CENTRAL DE ABASTO","PASILLO","186",,"ZONA COMERCIAL","MANOJEO","CENTRAL DE ABASTO","CENABASTO","186","50220","15","MÉXICO                      ","106","Toluca","0088","Santa Cruz Otzacatipan","2479","047",,,,"Fijo","19.34728495","-99.60230293","2010-07"
